Libelle_commune,Annee,Candidats
Aisy-sur-Armançon,2012,"['ROLLAND', 'CAULLET']"
Aiti,2007,"['GIACOBBI', 'GRIMALDI']"
Aiti,2012,"['GIACOBBI', 'GRIMALDI']"
Aiton,2007,"['LACLAIS', 'BOUVARD']"
Aiton,2012,"['SANTAIS', 'CHARVOZ']"
Aix,2007,"['LAZARO', 'DUPONT', 'BAILLY', 'LECLERC']"
Aix,2012,"['LAZARO', 'DEFFONTAINE']"
Aix-Noulette,2007,"['DUQUESNE', 'KUCHEIDA']"
Aix-Noulette,2012,"['JANQUIN', 'LAMARE']"
Aix-en-Diois,2007,"['MARITON', 'GREGOIRE']"
Aix-en-Diois,2012,"['RASCLARD', 'MARITON']"
Aix-en-Ergny,2007,"['MAGNIER', 'LEROY']"
Aix-en-Ergny,2012,"['LENA', 'FASQUELLE']"
Aix-en-Issart,2007,"['LENA', 'FASQUELLE']"
Aix-en-Issart,2012,"['LENA', 'FASQUELLE']"
Aix-en-Othe,2007,"['AYADI', 'MATHIS']"
Aix-en-Othe,2012,"['MATHIS', 'FOURNIER']"
Aix-en-Provence,2007,"['MEDVEDOWSKY', 'JOISSAINS MASINI', 'KERT', 'LENFANT']"
Aix-en-Provence,2012,"['CIOT', 'JOISSAINS-MASINI', 'KERT', 'LENFANT']"
Aix-la-Fayette,2007,"['DELANNOY', 'CHASSAIGNE']"
Aix-la-Fayette,2012,"['COSTILHES', 'CHASSAIGNE']"
Aix-les-Bains,2012,"['DORD', 'CARACO']"
Aixe-sur-Vienne,2007,"['GUILHEM', 'BOISSERIE']"
Aixe-sur-Vienne,2012,"['PEYRONNET', 'BOISSERIE']"
Aizac,2007,"['LOUIS', 'FLORY']"
Aizac,2012,"['FLORY', 'BUIS']"
Aizanville,2012,"['ANDRIOT', 'CHATEL']"
Aize,2007,"['FORISSIER', 'BECHTEL']"
Aize,2012,"['FORISSIER', 'BRUNEAU']"
Aizecourt-le-Bas,2007,"['KUMM', 'DEMILLY']"
Aizecourt-le-Bas,2012,"['KUMM', 'DEMILLY']"
Aizecourt-le-Haut,2007,"['KUMM', 'DEMILLY']"
Aizecourt-le-Haut,2012,"['KUMM', 'DEMILLY']"
Aizelles,2007,"['DOSIERE', 'BLANCHARD-DOUCHAIN']"
Aizelles,2012,"['DOSIERE', 'KARIMET']"
Aizenay,2007,"['PREEL', 'CEREIJO']"
Aizenay,2012,"['LEBOEUF', 'CHANTECAILLE']"
Aizier,2012,"['MORIN', 'MAMMERI']"
Aizy-Jouy,2007,"['JOURDAIN', 'VASSEUR']"
Aizy-Jouy,2012,"['VASSEUR', 'KRABAL']"
Ajac,2007,"['SALVIGNOL', 'DUPRE']"
Ajac,2012,"['DUPRE', 'BRESSON']"
Ajac,2017,"['ROBERT', 'VIOLA']"
Ajac,2022,"['ADDA--NETTER', 'RANCOULE']"
Ajaccio,2007,"['CORTEY', 'RENUCCI']"
Ajaccio,2012,"['ANGELINI', 'MARCANGELI', 'DE ROCCA SERRA', 'RENUCCI']"
Ajain,2007,"['VERGNIER', 'JAMMOT']"
Ajain,2012,"['VERGNIER', 'AUCLAIR']"
Ajat,2007,"['BOUSQUET', 'PEIRO']"
Ajoncourt,2012,"['SCHAFF', 'MARTY']"
Ajou,2012,"['MORIN', 'MAMMERI']"
Ajoux,2007,"['COTTA', 'TERRASSE']"
Ajoux,2012,"['GRANGIS', 'TERRASSE']"
Alaigne,2007,"['SALVIGNOL', 'DUPRE']"
Alaigne,2012,"['DUPRE', 'BRESSON']"
Alaigne,2017,"['ROBERT', 'VIOLA']"
Alaigne,2022,"['ADDA--NETTER', 'RANCOULE']"
Alaincourt,2012,"['RAISON', 'BERTRAND', 'VILLAUME', 'FERREIRA']"
Alaincourt-la-Côte,2012,"['SCHAFF', 'MARTY']"
Alairac,2007,"['SALVIGNOL', 'DUPRE']"
Alairac,2012,"['DUPRE', 'BRESSON']"
Alairac,2017,"['ROBERT', 'VIOLA']"
Alairac,2022,"['ADDA--NETTER', 'RANCOULE']"
Alan,2007,"['BOULET RIBET', 'IDIART']"
Alan,2017,"['MONTSARRAT', 'AVIRAGNET']"
Alan,2022,"['DELCHARD', 'AVIRAGNET']"
Alando,2007,"['GIACOBBI', 'GRIMALDI']"
Alando,2012,"['GIACOBBI', 'GRIMALDI']"
Alata,2007,"['CORTEY', 'RENUCCI']"
Alata,2012,"['MARCANGELI', 'RENUCCI']"
Alba-la-Romaine,2007,"['COTTA', 'TERRASSE']"
Alba-la-Romaine,2012,"['GRANGIS', 'TERRASSE']"
Alban,2007,"['FOLLIOT', 'THOUROUDE']"
Alban,2012,"['FOLLIOT', 'POUJADE']"
Alban,2017,"['FOLLIOT', 'CABROLIER']"
Alban,2022,"['CABROLIER', 'POUJADE']"
Albaret-Sainte-Marie,2012,"[""MOREL-A-L'HUISSIER"", 'PANTEL']"
Albaret-Sainte-Marie,2017,"['PALOMBI', ""MOREL A L'HUISSIER""]"
Albaret-Sainte-Marie,2022,"['DESCAVES', ""MOREL A L'HUISSIER""]"
Albaret-le-Comtal,2012,"[""MOREL-A-L'HUISSIER"", 'PANTEL']"
Albaret-le-Comtal,2017,"['PALOMBI', ""MOREL A L'HUISSIER""]"
Albaret-le-Comtal,2022,"['DESCAVES', ""MOREL A L'HUISSIER""]"
Albas,2007,"['ORLIAC', 'PY', 'BASCOU', 'ROUMEGOUX']"
Albas,2012,"['ORLIAC', 'PRADIE', 'MORIO', 'PEREZ']"
Albas,2017,"['BARTHÈS', 'PRADIÉ', 'MAUREL', 'HÉRIN']"
Albas,2022,"['PRADIÉ', 'BOUGEARD', 'COURRIÈRE CALMON', 'BARTHÈS']"
Albefeuille-Lagarde,2007,"['PINEL', 'BRIAT']"
Albefeuille-Lagarde,2012,"['PINEL', 'DULAC']"
Albefeuille-Lagarde,2017,"['PINEL', 'LOPEZ']"
Albefeuille-Lagarde,2022,"['HAMELET', 'ASTRUC']"
Albens,2012,"['DORD', 'CARACO']"
Albert,2007,"['KUMM', 'DEMILLY']"
Albert,2012,"['KUMM', 'DEMILLY']"
Albertacce,2007,"['GIACOBBI', 'GRIMALDI']"
Albertacce,2012,"['GIACOBBI', 'GRIMALDI']"
Albertville,2012,"['RIEU', 'GAYMARD']"
Albestroff,2012,"['SCHAFF', 'MARTY']"
Albi,2007,"['BOUSQUET SALMANI', 'VALAX', 'CARCENAC', 'REVEILLON']"
Albi,2012,"['FOLLIOT', 'VALAX', 'POUJADE', 'BOUTONNET']"
Albi,2017,"['FOLLIOT', 'VERDIER-JOUCLAS', 'CABROLIER', 'ALBARAO']"
Albi,2022,"['CABROLIER', 'ERODI', 'POUJADE', 'VERDIER-JOUCLAS']"
Albiac,2007,"['BASTIANI', 'LEMASLE', 'MARTIGNAC', 'LAUNAY']"
Albiac,2012,"['FAURE', 'ARIF']"
Albiac,2017,"['LABARTHE', 'FABRE', 'TIEGNA', 'NADOT']"
Albiac,2022,"['FAURE', 'ASSIER', 'GROSSEMY', 'PROENÇA']"
Albias,2007,"['GARRIGUES', 'BAREGES']"
Albias,2012,"['RABAULT', 'BAREGES']"
Albias,2017,"['MARDEGAN', 'RABAULT']"
Albias,2022,"['POMA', 'RABAULT']"
Albiez-Montrond,2007,"['LACLAIS', 'BOUVARD']"
Albiez-Montrond,2012,"['SANTAIS', 'CHARVOZ']"
Albiez-le-Jeune,2007,"['LACLAIS', 'BOUVARD']"
Albiez-le-Jeune,2012,"['SANTAIS', 'CHARVOZ']"
Albignac,2007,"['HOLLANDE', 'DECAIE']"
Albignac,2012,"['COSTE', 'NAUCHE']"
Albigny-sur-Saône,2012,"['DARNE', 'COCHET']"
Albine,2007,"['COLLANGE', 'CARAYON']"
Albine,2012,"['GOURJADE', 'CARAYON']"
Albine,2017,"['TERLIER', 'CARAYON']"
Albine,2022,"['TERLIER', 'LASSALLE']"
Albitreccia,2012,"['ANGELINI', 'DE ROCCA SERRA']"
Albières,2007,"['CHESA', 'PEREZ']"
Albières,2012,"['DUPRE', 'BRESSON']"
Albières,2017,"['ROBERT', 'VIOLA']"
Albières,2022,"['ADDA--NETTER', 'RANCOULE']"
Albiès,2007,"['MASSAT', 'ROUGE']"
Albiès,2022,"['TAURINE', 'TRIBOUT']"
Albon,2007,"['COUTARD', 'BIANCHERI']"
Albon,2012,"['NIESON', 'THORAVAL']"
Albon d'Ardèche,2007,"['COTTA', 'TERRASSE']"
Albon d'Ardèche,2012,"['GRANGIS', 'TERRASSE']"
Alboussière,2007,"['WEBER', 'DUSSOPT']"
Alboussière,2012,"['DARNAUD', 'DUSSOPT']"
Albussac,2007,"['HOLLANDE', 'DECAIE']"
Alby-sur-Chéran,2007,"['BOSSON', 'TARDY']"
Alby-sur-Chéran,2012,"['TARDY', 'DUPERTHUY']"
Albé,2012,"['HERTH', 'EHRET']"
Aldudes,2007,"['DOMECQ', 'LASSALLE']"
Aldudes,2012,"['MAITIA', 'LASSALLE']"
Alembon,2007,"['LANG', 'WACHEUX']"
Alembon,2012,"['BOURGUIGNON', 'WACHEUX']"
Alenya,2017,"['ESPERT', 'ALIOT']"
Alenya,2022,"['SABATINI', 'LIS']"
Alençon,2007,"['DENIAUD', 'PUEYO']"
Alençon,2012,"['DENIAUD', 'PUEYO']"
Alet-les-Bains,2007,"['SALVIGNOL', 'DUPRE']"
Alet-les-Bains,2012,"['DUPRE', 'BRESSON']"
Alet-les-Bains,2017,"['ROBERT', 'VIOLA']"
Alet-les-Bains,2022,"['ADDA--NETTER', 'RANCOULE']"
Alette,2007,"['MAGNIER', 'LEROY']"
Alette,2012,"['LENA', 'FASQUELLE']"
Aleu,2007,"['MASSAT', 'ROUGE']"
Aleu,2022,"['TAURINE', 'TRIBOUT']"
Alex,2012,"['JEANTET', 'ACCOYER']"
Aleyrac,2007,"['MARITON', 'GREGOIRE']"
Aleyrac,2012,"['RASCLARD', 'MARITON']"
Alfortville,2007,"['ROUQUET', 'NJOH']"
Alfortville,2012,"['ROUQUET', 'TARON']"
Algajola,2007,"['GIACOBBI', 'GRIMALDI']"
Algajola,2012,"['GIACOBBI', 'GRIMALDI']"
Algans,2007,"['COLLANGE', 'CARAYON']"
Algans,2012,"['GOURJADE', 'CARAYON']"
Algans,2017,"['TERLIER', 'CARAYON']"
Algans,2022,"['TERLIER', 'LASSALLE']"
Algolsheim,2007,"['MEYER', 'STRAUMANN']"
Algolsheim,2012,"['VALENTIN', 'STRAUMANN']"
Algrange,2007,"['FERRARI', 'LIEBGOTT']"
Algrange,2012,"['ENGELMANN', 'LIEBGOTT']"
Alignan-du-Vent,2007,"['ROQUES', 'MESQUIDA']"
Alignan-du-Vent,2012,"[""D'ETTORE"", 'DENAJA']"
Alignan-du-Vent,2017,"['EUZET', 'ROQUES']"
Alignan-du-Vent,2022,"['BLASCO', 'LOPEZ LIGUORI']"
Alincourt,2007,"['POLETTI', 'LEDOUX']"
Alincourt,2012,"['POLETTI', 'LEDOUX']"
Alincthun,2007,"['MAGNIER', 'LEROY']"
Alincthun,2012,"['BOURGUIGNON', 'WACHEUX']"
Alise-Sainte-Reine,2012,"['MOLINOZ', 'SAUVADET']"
Alissas,2007,"['COTTA', 'TERRASSE']"
Alissas,2012,"['GRANGIS', 'TERRASSE']"
Alix,2012,"['MEYER', 'PERRUT']"
Alixan,2007,"['COUTARD', 'BIANCHERI']"
Alixan,2012,"['NIESON', 'THORAVAL']"
Alizay,2007,"['MIQUEL', 'LONCLE']"
Alizay,2012,"['PRIOLLAUD', 'LONCLE']"
Alièze,2012,"['BRULEBOIS', 'PELISSARD']"
Allain,2007,"['MORANO', 'PILOT']"
Allain,2012,"['POTIER', 'MORANO']"
Allaines,2007,"['KUMM', 'DEMILLY']"
Allaines,2012,"['KUMM', 'DEMILLY']"
Allainville,2007,"['FISCHER', 'HAMEL', 'HESSEL', 'BOUTIN']"
Allainville,2012,"['POURSINOFF', 'MARLEIX', 'BOULLAIS', 'POISSON']"
Allaire,2007,"['BOUVARD', 'LE MARRE']"
Allaire,2012,"['GUEANT', 'MOLAC']"
Allamont,2007,"['GIROUX', 'LE DEAUT']"
Allamont,2012,"['PIZELLE', 'LE DEAUT']"
Allamps,2007,"['MORANO', 'PILOT']"
Allamps,2012,"['POTIER', 'MORANO']"
Allan,2007,"['REME-PIC', 'REYNIER']"
Allan,2012,"['COUTARD', 'REYNIER']"
Allarmont,2007,"['PIERRET', 'CHERPION']"
Allarmont,2012,"['LANG', 'CHERPION']"
Allas-Bocage,2012,"['DUGAS-RAVENEAU', 'BUSSEREAU']"
Allas-Champagne,2012,"['DUGAS-RAVENEAU', 'BUSSEREAU']"
Allas-les-Mines,2007,"['BOUSQUET', 'PEIRO']"
Allassac,2007,"['HOLLANDE', 'DECAIE']"
Allauch,2007,"['MEI', 'MALLIE']"
Allauch,2012,"['LAMBERT', 'MALLIE']"
Alleins,2007,"['VACHET', 'REYNES']"
Alleins,2012,"['REYNES', 'AUBERT']"
Allemagne-en-Provence,2007,"['BARREILLE', 'BIANCO']"
Allemagne-en-Provence,2012,"['BARREILLE', 'SAUVAN']"
Allemanche-Launay-et-Soyer,2012,"['DE COURSON', 'DOREMUS']"
Allemans,2007,"['LUCAS', 'DEBET']"
Allemans-du-Dropt,2007,"['DIEFENBACHER', 'GOUZES']"
Allemans-du-Dropt,2012,"['DIEFENBACHER', 'FEKL']"
Allemant,2007,"['JOURDAIN', 'VASSEUR']"
Allemant,2012,"['DE COURSON', 'VASSEUR', 'DOREMUS', 'KRABAL']"
Allemont,2007,"['MIGAUD', 'CASAVECCHIA']"
Allemont,2012,"['DURIEU', 'BATTISTEL']"
Allenay,2007,"['PEILLON', 'BIGNON']"
Allenay,2012,"['BUISINE', 'BIGNON']"
Allenc,2007,"['CHAZAL', 'SAINT LEGER']"
Allenc,2012,"[""MOREL-A-L'HUISSIER"", 'PANTEL']"
Allenc,2017,"['PALOMBI', ""MOREL A L'HUISSIER""]"
Allenc,2022,"['DESCAVES', ""MOREL A L'HUISSIER""]"
Allenjoie,2007,"['THARIN', 'MOSCOVICI']"
Allenjoie,2012,"['DEMOUGE', 'MOSCOVICI']"
Allennes-les-Marais,2007,"['PARAT', 'HUYGHE']"
Allennes-les-Marais,2012,"['CACHEUX', 'HUYGHE']"
Allenwiller,2012,"['HETZEL', 'CARBIENER']"
Allerey,2012,"['SUGUENOT', 'CADOUX']"
Allerey-sur-Saône,2007,"['MONTEBOURG', 'DANJEAN']"
Allerey-sur-Saône,2012,"['BAUMEL', 'ANCIAUX']"
Allery,2007,"['PEILLON', 'BIGNON']"
Allery,2012,"['BUISINE', 'BIGNON']"
Alles-sur-Dordogne,2007,"['GARRIGUE', 'LABARTHE']"
Alles-sur-Dordogne,2012,"['ALLAIN', 'MORTEMOUSQUE']"
Allevard,2007,"['SAVIN', 'BROTTES']"
Allevard,2012,"['BERNARD', 'BROTTES']"
Allex,2007,"['MARITON', 'GREGOIRE']"
Allex,2012,"['RASCLARD', 'MARITON']"
Alleyrac,2012,"['VOCANSON', 'WAUQUIEZ']"
Alleyras,2007,"['CHAPAVEIRE', 'PRORIOL']"
Alleyras,2012,"['CHAPAVEIRE', 'VIGIER']"
Alleyrat,2007,"['SARRE', 'DUPONT', 'AUCLAIR', 'LECLERC']"
Alleyrat,2012,"['VERGNIER', 'AUCLAIR']"
Allez-et-Cazeneuve,2007,"['BRUGUIERE', 'CAHUZAC']"
Allez-et-Cazeneuve,2012,"['COSTES', 'CAHUZAC']"
Alliancelles,2012,"['DE COURSON', 'DOREMUS']"
Alliat,2007,"['MASSAT', 'ROUGE']"
Alliat,2022,"['TAURINE', 'TRIBOUT']"
Allibaudières,2007,"['BRET', 'DHUICQ']"
Allibaudières,2012,"['GAUDOT', 'DHUICQ']"
Allichamps,2012,"['CORNUT-GENTILLE', 'MAILLOT']"
Allier,2007,"['FORGUES', 'LAMON']"
Allier,2012,"['GLAVANY', 'TREMEGE']"
Allier,2017,"['SEMPASTOUS', 'FERRER']"
Allier,2022,"['SEMPASTOUS', 'FERRER']"
Alligny-Cosne,2007,"['GORCE', 'LEGRAIN']"
Alligny-Cosne,2012,"['GAUTHIER', 'CARRILLON-COUVREUR']"
Alligny-en-Morvan,2007,"['PAUL', 'FREYTAG']"
Alligny-en-Morvan,2012,"['PAUL', 'BOUCOMONT']"
Allineuc,2007,"['LE FUR', 'CAURET']"
Allineuc,2012,"['LE FUR', 'CAURET']"
Allinges,2007,"['FRANCINA', 'VERGUET']"
Allinges,2012,"['FRANCINA', 'ESCOUBES']"
Allières,2007,"['MASSAT', 'ROUGE']"
Allières,2022,"['TAURINE', 'TRIBOUT']"
Allogny,2007,"['FELIX', 'FROMION']"
Allogny,2012,"['BEZOUI', 'FROMION']"
Allondans,2007,"['PARRENIN', 'BONNOT']"
Allondans,2012,"['BONNOT', 'MARTHEY']"
Allondaz,2012,"['RIEU', 'GAYMARD']"
Allondrelle-la-Malmaison,2007,"['ECKERT', 'JACQUE']"
Allondrelle-la-Malmaison,2012,"['ECKERT', 'MANGEOT']"
Allonne,2007,"['HOUSSIN', 'MANCEL']"
Allonne,2012,"['HOUSSIN', 'GAILLARD', 'BALOGE', 'MANCEL']"
Allonnes,2012,"['MARCHAND', 'LE FOLL', 'JOULAUD', 'TAUGOURDEAU']"
Allons,2007,"['DIEFENBACHER', 'BARREILLE', 'BIANCO', 'GOUZES']"
Allons,2012,"['BARREILLE', 'SAUVAN', 'DIEFENBACHER', 'FEKL']"
Allonville,2007,"['GREMETZ', 'BOURGOIS']"
Allonville,2012,"['BOISTARD', 'DECAYEUX']"
Allonzier-la-Caille,2012,"['SADDIER', 'SAILLET']"
Allos,2007,"['BARREILLE', 'BIANCO']"
Allos,2012,"['BARREILLE', 'SAUVAN']"
Allouagne,2007,"['FLAJOLET', 'MELLICK']"
Allouagne,2012,"['FLAJOLET', 'SAINT-ANDRE']"
Alloue,2007,"['FOMBARON', 'LAMBERT']"
Allouis,2007,"['SANDRIER', 'THOMAS-RICHARD']"
Allouis,2012,"['SANSU', nan]"
Allouville-Bellefosse,2007,"['TRASSY-PAILLOGUES', 'CHAUVEL']"
Allouville-Bellefosse,2012,"['TRASSY-PAILLOGUES', 'CHAUVEL']"
Alluy,2007,"['PAUL', 'FREYTAG']"
Alluy,2012,"['PAUL', 'BOUCOMONT']"
Ally,2007,"['CHAPAVEIRE', 'PRORIOL']"
Ally,2012,"['CHAPAVEIRE', 'VIGIER']"
Allègre,2007,"['CHAPAVEIRE', 'PRORIOL']"
Allègre,2012,"['CHAPAVEIRE', 'VIGIER']"
Allègre-les-Fumades,2007,"['MALAVIEILLE', 'ROUSTAN']"
Allègre-les-Fumades,2012,"['VERDIER', 'ROUSTAN']"
Allègre-les-Fumades,2017,"['ROULLAUD', 'CHAPELIER']"
Allègre-les-Fumades,2022,"['MEURIN', 'BORD']"
Allèves,2007,"['BOSSON', 'TARDY']"
Allèves,2012,"['TARDY', 'DUPERTHUY']"
Allériot,2007,"['MONTEBOURG', 'DANJEAN']"
Allériot,2012,"['DANJEAN', 'UNTERMAIER']"
Almayrac,2007,"['BOUSQUET SALMANI', 'VALAX']"
Almayrac,2012,"['VALAX', 'BOUTONNET']"
Almayrac,2017,"['ALBARAO', 'VERDIER-JOUCLAS']"
Almayrac,2022,"['VERDIER-JOUCLAS', 'ERODI']"
Almenêches,2012,"['NURY', 'GOASDOUE']"
Almont-les-Junies,2007,"['ROQUES', 'MARCEL']"
Almont-les-Junies,2012,"['TRANIER', 'MARCEL']"
Almont-les-Junies,2017,"[nan, 'BLANC']"
Almont-les-Junies,2022,"['ALEXANDRE', 'DEGUARA']"
Alos,2007,"['NAYROU', 'CALLEJA', 'CARCENAC', 'REVEILLON']"
Alos,2012,"['VALAX', 'CALLEJA', 'FAURÉ', 'BOUTONNET']"
Alos,2017,"['ALBARAO', 'VERDIER-JOUCLAS']"
Alos,2022,"['VERDIER-JOUCLAS', 'LARIVE', 'ERODI', 'PANIFOUS']"
Alos-Sibas-Abense,2007,"['DOMECQ', 'LASSALLE']"
Alos-Sibas-Abense,2012,"['MAITIA', 'LASSALLE']"
Aloxe-Corton,2012,"['SUGUENOT', 'CADOUX']"
Alpuech,2007,"['CENSI', 'TEYSSEDRE']"
Alpuech,2012,"['CENSI', 'BULTEL-HERMENT']"
Alquines,2007,"['MAGNIER', 'LEROY']"
Alquines,2012,"['BOURGUIGNON', 'WACHEUX']"
Alrance,2007,"['MARRE', 'MARC']"
Alrance,2012,"['FOULQUIER', 'MARC']"
Alrance,2017,"['AUSTRUY', 'VIALA']"
Alrance,2022,"['RHIN', 'ROUSSET']"
Alsting,2007,"['LANG', 'OBIEGALA']"
Alsting,2012,"['PHILIPPOT', 'KALINOWSKI']"
Altagène,2012,"['ANGELINI', 'DE ROCCA SERRA']"
Alteckendorf,2012,"['HETZEL', 'CARBIENER']"
Altenheim,2012,"['HETZEL', 'CARBIENER']"
Althen-des-Paluds,2007,"['FERRAND', 'PERIS']"
Althen-des-Paluds,2012,"['FERRAND', 'ARKILOVITCH']"
Altiani,2007,"['GIACOBBI', 'GRIMALDI']"
Altiani,2012,"['GIACOBBI', 'GRIMALDI']"
Altier,2007,"['CHAZAL', 'SAINT LEGER']"
Altier,2012,"[""MOREL-A-L'HUISSIER"", 'PANTEL']"
Altier,2017,"['PALOMBI', ""MOREL A L'HUISSIER""]"
Altier,2022,"['DESCAVES', ""MOREL A L'HUISSIER""]"
Altillac,2007,"['DUPONT', 'LECLERC']"
Altillac,2012,"['COSTE', 'NAUCHE']"
Altrippe,2012,"['SCHAFF', 'MARTY']"
Altviller,2012,"['WOJCIECHOWSKI', 'ZANETTI']"
Altwiller,2012,"['HETZEL', 'CARBIENER']"
Aluze,2007,"['COUILLEROT', 'ANCIAUX']"
Aluze,2012,"['BAUMEL', 'ANCIAUX']"
Alvignac,2007,"['MARTIGNAC', 'LAUNAY']"
Alvignac,2017,"['LABARTHE', 'TIEGNA']"
Alvignac,2022,"['GROSSEMY', 'PROENÇA']"
Alvimare,2007,"['GRELIER', 'FIDELIN']"
Alvimare,2012,"['GRELIER', 'FIDELIN']"
Alzen,2007,"['MASSAT', 'ROUGE']"
Alzen,2022,"['TAURINE', 'TRIBOUT']"
Alzi,2007,"['GIACOBBI', 'GRIMALDI']"
Alzi,2012,"['GIACOBBI', 'GRIMALDI']"
Alzing,2007,"['FILIPPETTI', 'MISSOFFE']"
Alzing,2012,"['WOJCIECHOWSKI', 'ZANETTI']"
Alzon,2007,"['RUAS', 'DUMAS']"
Alzon,2012,"['VERGNES', 'DUMAS']"
Alzon,2017,"['DE VIDO', 'GAILLARD']"
Alzon,2022,"['SALA', 'LAUNAY']"
Alzonne,2007,"['SALVIGNOL', 'DUPRE']"
Alzonne,2012,"['DUPRE', 'BRESSON']"
Alzonne,2017,"['ROBERT', 'VIOLA']"
Alzonne,2022,"['ADDA--NETTER', 'RANCOULE']"
Alçay-Alçabéhéty-Sunharette,2007,"['DOMECQ', 'LASSALLE']"
Alçay-Alçabéhéty-Sunharette,2012,"['MAITIA', 'LASSALLE']"
Alès,2007,"['RUAS', 'MALAVIEILLE', 'ROUSTAN', 'DUMAS']"
Alès,2012,"['VERDIER', 'ROUSTAN', 'DUMAS', 'VERGNES']"
Alès,2017,"['DE VIDO', 'GAILLARD', 'ROULLAUD', 'CHAPELIER']"
Alès,2022,"['SALA', 'MEURIN', 'BORD', 'LAUNAY']"
Alénya,2007,"['FRANCO', 'SOUM']"
Alénya,2012,"['CALABRESE', 'SIRE']"
Aléria,2007,"['GIACOBBI', 'GRIMALDI']"
Aléria,2012,"['GIACOBBI', 'GRIMALDI']"
Amage,2012,"['RAISON', 'VILLAUME']"
Amagne,2007,"['POLETTI', 'LEDOUX']"
Amagne,2012,"['POLETTI', 'LEDOUX']"
Amagney,2007,"['GROSPERRIN', 'DUFAY']"
Amagney,2012,"['GROSPERRIN', 'ALAUZET']"
Amance,2007,"['BRET', 'HENART', 'DHUICQ', 'KLEIN']"
Amance,2012,"['CHRETIEN', 'GAUDOT', 'DHUICQ', 'HENART', 'CHAUVELOT-DUBAN', 'KHIROUNI']"
Amancey,2012,"['LUCCHESI', 'GENEVARD']"
Amancy,2012,"['SADDIER', 'SAILLET']"
Amange,2007,"['SERMIER', 'VIVERGE']"
Amange,2012,"['LAROCHE', 'SERMIER']"
Amanlis,2012,"['LORAY', 'LE CALLENNEC']"
Amanty,2007,"['PANCHER', 'VILLEMIN']"
Amanty,2012,"['PANCHER', 'ANDRE']"
Amanvillers,2007,"['GROSDIDIER', 'TERRIER']"
Amanvillers,2012,"['FILIPPETTI', 'FREYBURGER']"
Amanzé,2007,"['NESME', 'REBILLARD']"
Amanzé,2012,"['NESME', 'GUEUGNEAU']"
Amarens,2007,"['BOUSQUET SALMANI', 'VALAX']"
Amarens,2012,"['VALAX', 'BOUTONNET']"
Amarens,2017,"['ALBARAO', 'VERDIER-JOUCLAS']"
Amarens,2022,"['VERDIER-JOUCLAS', 'ERODI']"
Amathay-Vésigneux,2007,"['GROSPERRIN', 'DUFAY']"
Amathay-Vésigneux,2012,"['GROSPERRIN', 'ALAUZET']"
Amayé-sur-Orne,2007,"['TOURRET', 'COUSIN']"
Amayé-sur-Orne,2012,"['TOURRET', 'COUSIN']"
Amayé-sur-Seulles,2007,"['TOURRET', 'COUSIN']"
Amayé-sur-Seulles,2012,"['TOURRET', 'COUSIN']"
Amazy,2007,"['PAUL', 'FREYTAG']"
Amazy,2012,"['PAUL', 'BOUCOMONT']"
Ambacourt,2007,"['FRANQUEVILLE', 'GAULTIER']"
Ambacourt,2012,"['FRANQUEVILLE', 'GAULTIER']"
Ambarès-et-Lagrave,2007,"['LACUEY', 'DELATTRE']"
Ambarès-et-Lagrave,2012,"['LACUEY', 'JACQUET']"
Ambax,2007,"['BOULET RIBET', 'IDIART']"
Ambax,2017,"['MONTSARRAT', 'AVIRAGNET']"
Ambax,2022,"['DELCHARD', 'AVIRAGNET']"
Ambazac,2007,"['RODET', 'GENTIL']"
Ambazac,2012,"['RODET', 'PREVOT-SOLA']"
Ambel,2007,"['MIGAUD', 'CASAVECCHIA']"
Ambel,2012,"['DURIEU', 'BATTISTEL']"
Ambenay,2007,"['RECOURS', 'NICOLAS']"
Ambenay,2012,"['NICOLAS', 'DESTANS']"
Ambernac,2007,"['FOMBARON', 'LAMBERT']"
Amberre,2007,"['CLAEYS', 'DAIGRE']"
Amberre,2012,"['CLAEYS', 'DAIGRE']"
Ambert,2007,"['DELANNOY', 'CHASSAIGNE']"
Ambert,2012,"['COSTILHES', 'CHASSAIGNE']"
Ambeyrac,2007,"['ROQUES', 'MARCEL']"
Ambeyrac,2012,"['TRANIER', 'MARCEL']"
Ambeyrac,2017,"[nan, 'BLANC']"
Ambeyrac,2022,"['ALEXANDRE', 'DEGUARA']"
Ambialet,2007,"['BOUSQUET SALMANI', 'VALAX']"
Ambialet,2012,"['FOLLIOT', 'POUJADE']"
Ambialet,2017,"['FOLLIOT', 'CABROLIER']"
Ambialet,2022,"['CABROLIER', 'POUJADE']"
Ambiegna,2007,"['CORTEY', 'RENUCCI']"
Ambiegna,2012,"['MARCANGELI', 'RENUCCI']"
Ambierle,2007,"['NICOLIN', 'DEROCHE']"
Ambierle,2012,"['NICOLIN', 'DEROCHE']"
Ambillou,2007,"['ROIRON', 'BRIAND']"
Ambillou,2012,"['ROIRON', 'BRIAND']"
Ambillou-Château,2012,"['SARAMITO', 'PIRON']"
Ambilly,2012,"['DUBY-MULLER', 'MATHELIER']"
Ambiévillers,2012,"['RAISON', 'VILLAUME']"
Amblainville,2007,"['BREMARD', 'FRANCAIX']"
Amblainville,2012,"['FRANCAIX', 'SALMONA']"
Amblans-et-Velotte,2007,"['BRIOT', 'VILLAUMÉ']"
